target_type,wind_capacity_MW,pv_capacity_MW,total_capacity_MW,annual_NH3_t,annual_load_shed_MWh,annual_curtail_MWh,annual_curtailment_ratio,annual_unit_cost_yuan_per_t,annual_plant_utilization,feasible,objective_value,min_daily_NH3_t,max_daily_load_shed_MWh
production_autonomy,125.0,319.0,444.0,21201.959819,0.0,365225.5725,0.536798,5988.182047,0.817977,1,444.0,,
full_production_autonomy,125.0,319.0,444.0,21201.959819,0.0,365225.5725,0.536798,5988.182047,0.817977,0,444.0,,
basic_autonomy,125.0,324.0,449.0,21207.869458,0.0,371232.3225,0.540787,6021.428542,0.818205,1,449.0,,
production_autonomy,125.0,324.0,449.0,21207.869458,0.0,371232.3225,0.540787,6021.428542,0.818205,1,449.0,,
full_production_autonomy,125.0,324.0,449.0,21207.869458,0.0,371232.3225,0.540787,6021.428542,0.818205,0,449.0,,
basic_autonomy,125.0,329.0,454.0,21213.779096,0.0,377239.0725,0.544706,6054.656513,0.818433,1,454.0,,
production_autonomy,125.0,329.0,454.0,21213.779096,0.0,377239.0725,0.544706,6054.656513,0.818433,1,454.0,,
full_production_autonomy,125.0,329.0,454.0,21213.779096,0.0,377239.0725,0.544706,6054.656513,0.818433,0,454.0,,
basic_autonomy,125.0,334.0,459.0,21219.688735,0.0,383245.8225,0.548557,6087.865976,0.818661,1,459.0,,
production_autonomy,125.0,334.0,459.0,21219.688735,0.0,383245.8225,0.548557,6087.865976,0.818661,1,459.0,,
full_production_autonomy,125.0,334.0,459.0,21219.688735,0.0,383245.8225,0.548557,6087.865976,0.818661,0,459.0,,
basic_autonomy,125.0,339.0,464.0,21225.278494,0.0,389256.9975,0.552347,6121.124063,0.818876,1,464.0,,
production_autonomy,125.0,339.0,464.0,21225.278494,0.0,389256.9975,0.552347,6121.124063,0.818876,1,464.0,,
full_production_autonomy,125.0,339.0,464.0,21225.278494,0.0,389256.9975,0.552347,6121.124063,0.818876,0,464.0,,
basic_autonomy,125.0,344.0,469.0,21230.754398,0.0,395269.7475,0.556075,6154.388698,0.819088,1,469.0,,
production_autonomy,125.0,344.0,469.0,21230.754398,0.0,395269.7475,0.556075,6154.388698,0.819088,1,469.0,,
full_production_autonomy,125.0,344.0,469.0,21230.754398,0.0,395269.7475,0.556075,6154.388698,0.819088,0,469.0,,
basic_autonomy,125.0,349.0,474.0,21236.230301,0.0,401282.4975,0.559739,6187.636178,0.819299,1,474.0,,
production_autonomy,125.0,349.0,474.0,21236.230301,0.0,401282.4975,0.559739,6187.636178,0.819299,1,474.0,,
full_production_autonomy,125.0,349.0,474.0,21236.230301,0.0,401282.4975,0.559739,6187.636178,0.819299,0,474.0,,
basic_autonomy,125.0,354.0,479.0,21241.527289,0.0,407297.7225,0.563346,6220.904868,0.819503,1,479.0,,
production_autonomy,125.0,354.0,479.0,21241.527289,0.0,407297.7225,0.563346,6220.904868,0.819503,1,479.0,,
full_production_autonomy,125.0,354.0,479.0,21241.527289,0.0,407297.7225,0.563346,6220.904868,0.819503,0,479.0,,
basic_autonomy,125.0,359.0,484.0,21246.569458,0.0,413316.4725,0.566896,6254.211977,0.819698,1,484.0,,
production_autonomy,125.0,359.0,484.0,21246.569458,0.0,413316.4725,0.566896,6254.211977,0.819698,1,484.0,,
full_production_autonomy,125.0,359.0,484.0,21246.569458,0.0,413316.4725,0.566896,6254.211977,0.819698,0,484.0,,
basic_autonomy,130.0,64.0,194.0,20536.30041,0.0,75597.651,0.198137,4399.091796,0.792296,1,194.0,,
production_autonomy,130.0,64.0,194.0,20536.30041,0.0,75597.651,0.198137,4399.091796,0.792296,1,194.0,,
full_production_autonomy,130.0,64.0,194.0,20536.30041,0.0,75597.651,0.198137,4399.091796,0.792296,0,194.0,,
basic_autonomy,130.0,69.0,199.0,20593.322024,0.0,80897.352,0.208697,4427.007143,0.794495,1,199.0,,
production_autonomy,130.0,69.0,199.0,20593.322024,0.0,80897.352,0.208697,4427.007143,0.794495,1,199.0,,
full_production_autonomy,130.0,69.0,199.0,20593.322024,0.0,80897.352,0.208697,4427.007143,0.794495,0,199.0,,
basic_autonomy,130.0,74.0,204.0,20644.989614,0.0,86271.117,0.219118,4455.491126,0.796489,1,204.0,,
production_autonomy,130.0,74.0,204.0,20644.989614,0.0,86271.117,0.219118,4455.491126,0.796489,1,204.0,,
full_production_autonomy,130.0,74.0,204.0,20644.989614,0.0,86271.117,0.219118,4455.491126,0.796489,0,204.0,,
basic_autonomy,130.0,79.0,209.0,20693.58159,0.0,91687.428,0.229329,4484.251449,0.798363,1,209.0,,
production_autonomy,130.0,79.0,209.0,20693.58159,0.0,91687.428,0.229329,4484.251449,0.798363,1,209.0,,
full_production_autonomy,130.0,79.0,209.0,20693.58159,0.0,91687.428,0.229329,4484.251449,0.798363,0,209.0,,
basic_autonomy,130.0,84.0,214.0,20738.422193,0.0,97155.633,0.239361,4513.391691,0.800093,1,214.0,,
production_autonomy,130.0,84.0,214.0,20738.422193,0.0,97155.633,0.239361,4513.391691,0.800093,1,214.0,,
full_production_autonomy,130.0,84.0,214.0,20738.422193,0.0,97155.633,0.239361,4513.391691,0.800093,0,214.0,,
basic_autonomy,130.0,89.0,219.0,20779.405807,0.0,102677.193,0.249226,4542.939788,0.801675,1,219.0,,
production_autonomy,130.0,89.0,219.0,20779.405807,0.0,102677.193,0.249226,4542.939788,0.801675,1,219.0,,
full_production_autonomy,130.0,89.0,219.0,20779.405807,0.0,102677.193,0.249226,4542.939788,0.801675,0,219.0,,
basic_autonomy,130.0,94.0,224.0,20818.794145,0.0,108220.821,0.258856,4572.594137,0.803194,1,224.0,,
production_autonomy,130.0,94.0,224.0,20818.794145,0.0,108220.821,0.258856,4572.594137,0.803194,1,224.0,,
full_production_autonomy,130.0,94.0,224.0,20818.794145,0.0,108220.821,0.258856,4572.594137,0.803194,0,224.0,,
basic_autonomy,130.0,99.0,229.0,20857.938723,0.0,113767.821,0.268218,4602.170781,0.804704,1,229.0,,
production_autonomy,130.0,99.0,229.0,20857.938723,0.0,113767.821,0.268218,4602.170781,0.804704,1,229.0,,
full_production_autonomy,130.0,99.0,229.0,20857.938723,0.0,113767.821,0.268218,4602.170781,0.804704,0,229.0,,
basic_autonomy,130.0,104.0,234.0,20894.762602,0.0,119346.924,0.277389,4631.965816,0.806125,1,234.0,,
production_autonomy,130.0,104.0,234.0,20894.762602,0.0,119346.924,0.277389,4631.965816,0.806125,1,234.0,,
full_production_autonomy,130.0,104.0,234.0,20894.762602,0.0,119346.924,0.277389,4631.965816,0.806125,0,234.0,,
basic_autonomy,130.0,109.0,239.0,20928.646843,0.0,124966.692,0.286398,4662.076552,0.807432,1,239.0,,
production_autonomy,130.0,109.0,239.0,20928.646843,0.0,124966.692,0.286398,4662.076552,0.807432,1,239.0,,
full_production_autonomy,130.0,109.0,239.0,20928.646843,0.0,124966.692,0.286398,4662.076552,0.807432,0,239.0,,
basic_autonomy,130.0,114.0,244.0,20960.676,0.0,130612.122,0.295217,4692.357617,0.808668,1,244.0,,
production_autonomy,130.0,114.0,244.0,20960.676,0.0,130612.122,0.295217,4692.357617,0.808668,1,244.0,,
full_production_autonomy,130.0,114.0,244.0,20960.676,0.0,130612.122,0.295217,4692.357617,0.808668,0,244.0,,
basic_autonomy,130.0,119.0,249.0,20989.215108,0.0,136305.831,0.303904,4723.054239,0.809769,1,249.0,,
production_autonomy,130.0,119.0,249.0,20989.215108,0.0,136305.831,0.303904,4723.054239,0.809769,1,249.0,,
full_production_autonomy,130.0,119.0,249.0,20989.215108,0.0,136305.831,0.303904,4723.054239,0.809769,0,249.0,,
basic_autonomy,130.0,124.0,254.0,21016.418747,0.0,142018.014,0.312399,4753.863596,0.810819,1,254.0,,
production_autonomy,130.0,124.0,254.0,21016.418747,0.0,142018.014,0.312399,4753.863596,0.810819,1,254.0,,
full_production_autonomy,130.0,124.0,254.0,21016.418747,0.0,142018.014,0.312399,4753.863596,0.810819,0,254.0,,
basic_autonomy,130.0,129.0,259.0,21043.526096,0.0,147731.529,0.320673,4784.607559,0.811864,1,259.0,,
production_autonomy,130.0,129.0,259.0,21043.526096,0.0,147731.529,0.320673,4784.607559,0.811864,1,259.0,,
full_production_autonomy,130.0,129.0,259.0,21043.526096,0.0,147731.529,0.320673,4784.607559,0.811864,0,259.0,,
basic_autonomy,130.0,134.0,264.0,21068.386699,0.0,153476.124,0.328797,4815.60808,0.812824,1,264.0,,
production_autonomy,130.0,134.0,264.0,21068.386699,0.0,153476.124,0.328797,4815.60808,0.812824,1,264.0,,
full_production_autonomy,130.0,134.0,264.0,21068.386699,0.0,153476.124,0.328797,4815.60808,0.812824,0,264.0,,
basic_autonomy,130.0,139.0,269.0,21091.811855,0.0,159240.576,0.336754,4846.751871,0.813727,1,269.0,,
production_autonomy,130.0,139.0,269.0,21091.811855,0.0,159240.576,0.336754,4846.751871,0.813727,1,269.0,,
full_production_autonomy,130.0,139.0,269.0,21091.811855,0.0,159240.576,0.336754,4846.751871,0.813727,0,269.0,,
basic_autonomy,130.0,144.0,274.0,21113.873783,0.0,165023.886,0.344547,4878.033826,0.814578,1,274.0,,
production_autonomy,130.0,144.0,274.0,21113.873783,0.0,165023.886,0.344547,4878.033826,0.814578,1,274.0,,
full_production_autonomy,130.0,144.0,274.0,21113.873783,0.0,165023.886,0.344547,4878.033826,0.814578,0,274.0,,
basic_autonomy,130.0,149.0,279.0,21134.150892,0.0,170831.886,0.352197,4909.524234,0.815361,1,279.0,,
production_autonomy,130.0,149.0,279.0,21134.150892,0.0,170831.886,0.352197,4909.524234,0.815361,1,279.0,,
full_production_autonomy,130.0,149.0,279.0,21134.150892,0.0,170831.886,0.352197,4909.524234,0.815361,0,279.0,,
basic_autonomy,130.0,154.0,284.0,21154.163422,0.0,176643.546,0.359664,4940.995213,0.816133,1,284.0,,
production_autonomy,130.0,154.0,284.0,21154.163422,0.0,176643.546,0.359664,4940.995213,0.816133,1,284.0,,
full_production_autonomy,130.0,154.0,284.0,21154.163422,0.0,176643.546,0.359664,4940.995213,0.816133,0,284.0,,
basic_autonomy,130.0,159.0,289.0,21172.372482,0.0,182480.154,0.366998,4972.688202,0.816835,1,289.0,,
production_autonomy,130.0,159.0,289.0,21172.372482,0.0,182480.154,0.366998,4972.688202,0.816835,1,289.0,,
full_production_autonomy,130.0,159.0,289.0,21172.372482,0.0,182480.154,0.366998,4972.688202,0.816835,0,289.0,,
basic_autonomy,130.0,164.0,294.0,21189.051976,0.0,188337.921,0.374197,5004.567585,0.817479,1,294.0,,
production_autonomy,130.0,164.0,294.0,21189.051976,0.0,188337.921,0.374197,5004.567585,0.817479,1,294.0,,
full_production_autonomy,130.0,164.0,294.0,21189.051976,0.0,188337.921,0.374197,5004.567585,0.817479,0,294.0,,
basic_autonomy,130.0,169.0,299.0,21205.100169,0.0,194204.421,0.381241,5036.49711,0.818098,1,299.0,,
production_autonomy,130.0,169.0,299.0,21205.100169,0.0,194204.421,0.381241,5036.49711,0.818098,1,299.0,,
full_production_autonomy,130.0,169.0,299.0,21205.100169,0.0,194204.421,0.381241,5036.49711,0.818098,0,299.0,,
basic_autonomy,130.0,174.0,304.0,21221.061831,0.0,200072.118,0.388121,5068.392209,0.818714,1,304.0,,
production_autonomy,130.0,174.0,304.0,21221.061831,0.0,200072.118,0.388121,5068.392209,0.818714,1,304.0,,
full_production_autonomy,130.0,174.0,304.0,21221.061831,0.0,200072.118,0.388121,5068.392209,0.818714,0,304.0,,
basic_autonomy,130.0,179.0,309.0,21235.786916,0.0,205956.921,0.394873,5100.439245,0.819282,1,309.0,,
production_autonomy,130.0,179.0,309.0,21235.786916,0.0,205956.921,0.394873,5100.439245,0.819282,1,309.0,,
full_production_autonomy,130.0,179.0,309.0,21235.786916,0.0,205956.921,0.394873,5100.439245,0.819282,0,309.0,,
basic_autonomy,130.0,184.0,314.0,21249.594867,0.0,211854.411,0.401493,5132.591408,0.819815,1,314.0,,
production_autonomy,130.0,184.0,314.0,21249.594867,0.0,211854.411,0.401493,5132.591408,0.819815,1,314.0,,
full_production_autonomy,130.0,184.0,314.0,21249.594867,0.0,211854.411,0.401493,5132.591408,0.819815,0,314.0,,
basic_autonomy,130.0,189.0,319.0,21262.768265,0.0,217760.679,0.407979,5164.806177,0.820323,1,319.0,,
production_autonomy,130.0,189.0,319.0,21262.768265,0.0,217760.679,0.407979,5164.806177,0.820323,1,319.0,,
full_production_autonomy,130.0,189.0,319.0,21262.768265,0.0,217760.679,0.407979,5164.806177,0.820323,0,319.0,,
basic_autonomy,130.0,194.0,324.0,21275.835398,0.0,223668.417,0.414321,5196.998681,0.820827,1,324.0,,
production_autonomy,130.0,194.0,324.0,21275.835398,0.0,223668.417,0.414321,5196.998681,0.820827,1,324.0,,
full_production_autonomy,130.0,194.0,324.0,21275.835398,0.0,223668.417,0.414321,5196.998681,0.820827,0,324.0,,
basic_autonomy,130.0,199.0,329.0,21288.522145,0.0,229581.417,0.420531,5229.215302,0.821316,1,329.0,,
production_autonomy,130.0,199.0,329.0,21288.522145,0.0,229581.417,0.420531,5229.215302,0.821316,1,329.0,,
full_production_autonomy,130.0,199.0,329.0,21288.522145,0.0,229581.417,0.420531,5229.215302,0.821316,0,329.0,,
basic_autonomy,130.0,204.0,334.0,21301.208892,0.0,235494.417,0.426605,5261.393548,0.821806,1,334.0,,
production_autonomy,130.0,204.0,334.0,21301.208892,0.0,235494.417,0.426605,5261.393548,0.821806,1,334.0,,
full_production_autonomy,130.0,204.0,334.0,21301.208892,0.0,235494.417,0.426605,5261.393548,0.821806,0,334.0,,
basic_autonomy,130.0,209.0,339.0,21313.895639,0.0,241407.417,0.432545,5293.533487,0.822295,1,339.0,,
production_autonomy,130.0,209.0,339.0,21313.895639,0.0,241407.417,0.432545,5293.533487,0.822295,1,339.0,,
full_production_autonomy,130.0,209.0,339.0,21313.895639,0.0,241407.417,0.432545,5293.533487,0.822295,0,339.0,,
basic_autonomy,130.0,214.0,344.0,21326.14041,0.0,247326.531,0.438369,5325.710996,0.822768,1,344.0,,
production_autonomy,130.0,214.0,344.0,21326.14041,0.0,247326.531,0.438369,5325.710996,0.822768,1,344.0,,
full_production_autonomy,130.0,214.0,344.0,21326.14041,0.0,247326.531,0.438369,5325.710996,0.822768,0,344.0,,
basic_autonomy,130.0,219.0,349.0,21337.157494,0.0,253262.628,0.444098,5358.063901,0.823193,1,349.0,,
production_autonomy,130.0,219.0,349.0,21337.157494,0.0,253262.628,0.444098,5358.063901,0.823193,1,349.0,,
full_production_autonomy,130.0,219.0,349.0,21337.157494,0.0,253262.628,0.444098,5358.063901,0.823193,0,349.0,,
basic_autonomy,130.0,224.0,354.0,21347.838217,0.0,259203.378,0.449714,5390.442069,0.823605,1,354.0,,
production_autonomy,130.0,224.0,354.0,21347.838217,0.0,259203.378,0.449714,5390.442069,0.823605,1,354.0,,
full_production_autonomy,130.0,224.0,354.0,21347.838217,0.0,259203.378,0.449714,5390.442069,0.823605,0,354.0,,
basic_autonomy,130.0,229.0,359.0,21357.890241,0.0,265152.825,0.455227,5422.898391,0.823993,1,359.0,,
production_autonomy,130.0,229.0,359.0,21357.890241,0.0,265152.825,0.455227,5422.898391,0.823993,1,359.0,,
full_production_autonomy,130.0,229.0,359.0,21357.890241,0.0,265152.825,0.455227,5422.898391,0.823993,0,359.0,,
basic_autonomy,130.0,234.0,364.0,21367.363012,0.0,271110.285,0.46064,5455.426857,0.824358,1,364.0,,
production_autonomy,130.0,234.0,364.0,21367.363012,0.0,271110.285,0.46064,5455.426857,0.824358,1,364.0,,
full_production_autonomy,130.0,234.0,364.0,21367.363012,0.0,271110.285,0.46064,5455.426857,0.824358,0,364.0,,
basic_autonomy,130.0,239.0,369.0,21376.36106,0.0,277074.312,0.465953,5488.011335,0.824705,1,369.0,,
production_autonomy,130.0,239.0,369.0,21376.36106,0.0,277074.312,0.465953,5488.011335,0.824705,1,369.0,,
full_production_autonomy,130.0,239.0,369.0,21376.36106,0.0,277074.312,0.465953,5488.011335,0.824705,0,369.0,,
basic_autonomy,130.0,244.0,374.0,21385.144193,0.0,283041.312,0.471164,5520.607112,0.825044,1,374.0,,
production_autonomy,130.0,244.0,374.0,21385.144193,0.0,283041.312,0.471164,5520.607112,0.825044,1,374.0,,
full_production_autonomy,130.0,244.0,374.0,21385.144193,0.0,283041.312,0.471164,5520.607112,0.825044,0,374.0,,
basic_autonomy,130.0,249.0,379.0,21393.927325,0.0,289008.312,0.476269,5553.176126,0.825383,1,379.0,,
production_autonomy,130.0,249.0,379.0,21393.927325,0.0,289008.312,0.476269,5553.176126,0.825383,1,379.0,,
full_production_autonomy,130.0,249.0,379.0,21393.927325,0.0,289008.312,0.476269,5553.176126,0.825383,0,379.0,,
basic_autonomy,130.0,254.0,384.0,21402.639108,0.0,294976.299,0.481275,5585.731471,0.825719,1,384.0,,
production_autonomy,130.0,254.0,384.0,21402.639108,0.0,294976.299,0.481275,5585.731471,0.825719,1,384.0,,
full_production_autonomy,130.0,254.0,384.0,21402.639108,0.0,294976.299,0.481275,5585.731471,0.825719,0,384.0,,
basic_autonomy,130.0,259.0,389.0,21410.825855,0.0,300951.549,0.486195,5618.357199,0.826035,1,389.0,,
production_autonomy,130.0,259.0,389.0,21410.825855,0.0,300951.549,0.486195,5618.357199,0.826035,1,389.0,,
full_production_autonomy,130.0,259.0,389.0,21410.825855,0.0,300951.549,0.486195,5618.357199,0.826035,0,389.0,,
basic_autonomy,130.0,264.0,394.0,21419.012602,0.0,306926.799,0.491018,5650.957988,0.826351,1,394.0,,
production_autonomy,130.0,264.0,394.0,21419.012602,0.0,306926.799,0.491018,5650.957988,0.826351,1,394.0,,
full_production_autonomy,130.0,264.0,394.0,21419.012602,0.0,306926.799,0.491018,5650.957988,0.826351,0,394.0,,
basic_autonomy,130.0,269.0,399.0,21427.199349,0.0,312902.049,0.495749,5683.533864,0.826667,1,399.0,,
production_autonomy,130.0,269.0,399.0,21427.199349,0.0,312902.049,0.495749,5683.533864,0.826667,1,399.0,,
full_production_autonomy,130.0,269.0,399.0,21427.199349,0.0,312902.049,0.495749,5683.533864,0.826667,0,399.0,,
basic_autonomy,130.0,274.0,404.0,21435.255108,0.0,318879.111,0.500391,5716.109597,0.826977,1,404.0,,
production_autonomy,130.0,274.0,404.0,21435.255108,0.0,318879.111,0.500391,5716.109597,0.826977,1,404.0,,
full_production_autonomy,130.0,274.0,404.0,21435.255108,0.0,318879.111,0.500391,5716.109597,0.826977,0,404.0,,
basic_autonomy,130.0,279.0,409.0,21443.170771,0.0,324858.111,0.504949,5748.687516,0.827283,1,409.0,,
production_autonomy,130.0,279.0,409.0,21443.170771,0.0,324858.111,0.504949,5748.687516,0.827283,1,409.0,,
full_production_autonomy,130.0,279.0,409.0,21443.170771,0.0,324858.111,0.504949,5748.687516,0.827283,0,409.0,,
basic_autonomy,130.0,284.0,414.0,21450.951759,0.0,330838.974,0.509425,5781.267219,0.827583,1,414.0,,
production_autonomy,130.0,284.0,414.0,21450.951759,0.0,330838.974,0.509425,5781.267219,0.827583,1,414.0,,
full_production_autonomy,130.0,284.0,414.0,21450.951759,0.0,330838.974,0.509425,5781.267219,0.827583,0,414.0,,
basic_autonomy,130.0,289.0,419.0,21458.595253,0.0,336821.739,0.51382,5813.84986,0.827878,1,419.0,,
production_autonomy,130.0,289.0,419.0,21458.595253,0.0,336821.739,0.51382,5813.84986,0.827878,1,419.0,,
full_production_autonomy,130.0,289.0,419.0,21458.595253,0.0,336821.739,0.51382,5813.84986,0.827878,0,419.0,,
basic_autonomy,130.0,294.0,424.0,21465.598988,0.0,342813.354,0.518148,5846.533842,0.828148,1,424.0,,
production_autonomy,130.0,294.0,424.0,21465.598988,0.0,342813.354,0.518148,5846.533842,0.828148,1,424.0,,
full_production_autonomy,130.0,294.0,424.0,21465.598988,0.0,342813.354,0.518148,5846.533842,0.828148,0,424.0,,
basic_autonomy,130.0,299.0,429.0,21471.640699,0.0,348818.277,0.522416,5879.385197,0.828381,1,429.0,,
production_autonomy,130.0,299.0,429.0,21471.640699,0.0,348818.277,0.522416,5879.385197,0.828381,1,429.0,,
full_production_autonomy,130.0,299.0,429.0,21471.640699,0.0,348818.277,0.522416,5879.385197,0.828381,0,429.0,,
basic_autonomy,130.0,304.0,434.0,21477.550337,0.0,354825.027,0.52661,5912.244171,0.828609,1,434.0,,
production_autonomy,130.0,304.0,434.0,21477.550337,0.0,354825.027,0.52661,5912.244171,0.828609,1,434.0,,
full_production_autonomy,130.0,304.0,434.0,21477.550337,0.0,354825.027,0.52661,5912.244171,0.828609,0,434.0,,
basic_autonomy,130.0,309.0,439.0,21483.459976,0.0,360831.777,0.53073,5945.085067,0.828837,1,439.0,,
production_autonomy,130.0,309.0,439.0,21483.459976,0.0,360831.777,0.53073,5945.085067,0.828837,1,439.0,,
full_production_autonomy,130.0,309.0,439.0,21483.459976,0.0,360831.777,0.53073,5945.085067,0.828837,0,439.0,,
basic_autonomy,130.0,314.0,444.0,21489.369614,0.0,366838.527,0.534775,5977.9079,0.829065,1,444.0,,
production_autonomy,130.0,314.0,444.0,21489.369614,0.0,366838.527,0.534775,5977.9079,0.829065,1,444.0,,
full_production_autonomy,130.0,314.0,444.0,21489.369614,0.0,366838.527,0.534775,5977.9079,0.829065,0,444.0,,
basic_autonomy,130.0,319.0,449.0,21495.279253,0.0,372845.277,0.53875,6010.712686,0.829293,1,449.0,,
production_autonomy,130.0,319.0,449.0,21495.279253,0.0,372845.277,0.53875,6010.712686,0.829293,1,449.0,,
full_production_autonomy,130.0,319.0,449.0,21495.279253,0.0,372845.277,0.53875,6010.712686,0.829293,0,449.0,,
basic_autonomy,130.0,324.0,454.0,21501.188892,0.0,378852.027,0.542656,6043.499439,0.829521,1,454.0,,
production_autonomy,130.0,324.0,454.0,21501.188892,0.0,378852.027,0.542656,6043.499439,0.829521,1,454.0,,
full_production_autonomy,130.0,324.0,454.0,21501.188892,0.0,378852.027,0.542656,6043.499439,0.829521,0,454.0,,
basic_autonomy,130.0,329.0,459.0,21506.846964,0.0,384862.257,0.546499,6076.319742,0.829739,1,459.0,,
production_autonomy,130.0,329.0,459.0,21506.846964,0.0,384862.257,0.546499,6076.319742,0.829739,1,459.0,,
full_production_autonomy,130.0,329.0,459.0,21506.846964,0.0,384862.257,0.546499,6076.319742,0.829739,0,459.0,,
basic_autonomy,130.0,334.0,464.0,21512.322867,0.0,390875.007,0.550279,6109.16039,0.829951,1,464.0,,
production_autonomy,130.0,334.0,464.0,21512.322867,0.0,390875.007,0.550279,6109.16039,0.829951,1,464.0,,
full_production_autonomy,130.0,334.0,464.0,21512.322867,0.0,390875.007,0.550279,6109.16039,0.829951,0,464.0,,
basic_autonomy,130.0,339.0,469.0,21517.798771,0.0,396887.757,0.553995,6141.984325,0.830162,1,469.0,,
production_autonomy,130.0,339.0,469.0,21517.798771,0.0,396887.757,0.553995,6141.984325,0.830162,1,469.0,,
full_production_autonomy,130.0,339.0,469.0,21517.798771,0.0,396887.757,0.553995,6141.984325,0.830162,0,469.0,,
basic_autonomy,130.0,344.0,474.0,21523.226964,0.0,402901.167,0.55765,6174.801548,0.830371,1,474.0,,
production_autonomy,130.0,344.0,474.0,21523.226964,0.0,402901.167,0.55765,6174.801548,0.830371,1,474.0,,
full_production_autonomy,130.0,344.0,474.0,21523.226964,0.0,402901.167,0.55765,6174.801548,0.830371,0,474.0,,
basic_autonomy,130.0,349.0,479.0,21528.100627,0.0,408922.248,0.561254,6207.719163,0.830559,1,479.0,,
production_autonomy,130.0,349.0,479.0,21528.100627,0.0,408922.248,0.561254,6207.719163,0.830559,1,479.0,,
full_production_autonomy,130.0,349.0,479.0,21528.100627,0.0,408922.248,0.561254,6207.719163,0.830559,0,479.0,,
basic_autonomy,130.0,354.0,484.0,21532.600627,0.0,414948.498,0.564805,6240.701234,0.830733,1,484.0,,
production_autonomy,130.0,354.0,484.0,21532.600627,0.0,414948.498,0.564805,6240.701234,0.830733,1,484.0,,
full_production_autonomy,130.0,354.0,484.0,21532.600627,0.0,414948.498,0.564805,6240.701234,0.830733,0,484.0,,
basic_autonomy,130.0,359.0,489.0,21537.100627,0.0,420974.748,0.568298,6273.669523,0.830907,1,489.0,,
production_autonomy,130.0,359.0,489.0,21537.100627,0.0,420974.748,0.568298,6273.669523,0.830907,1,489.0,,
full_production_autonomy,130.0,359.0,489.0,21537.100627,0.0,420974.748,0.568298,6273.669523,0.830907,0,489.0,,
basic_autonomy,135.0,64.0,199.0,20867.766072,0.0,82689.666,0.210289,4439.643327,0.805084,1,199.0,,
production_autonomy,135.0,64.0,199.0,20867.766072,0.0,82689.666,0.210289,4439.643327,0.805084,1,199.0,,
full_production_autonomy,135.0,64.0,199.0,20867.766072,0.0,82689.666,0.210289,4439.643327,0.805084,0,199.0,,
basic_autonomy,135.0,69.0,204.0,20920.616675,0.0,88047.066,0.220499,4467.564079,0.807123,1,204.0,,
production_autonomy,135.0,69.0,204.0,20920.616675,0.0,88047.066,0.220499,4467.564079,0.807123,1,204.0,,
full_production_autonomy,135.0,69.0,204.0,20920.616675,0.0,88047.066,0.220499,4467.564079,0.807123,0,204.0,,
basic_autonomy,135.0,74.0,209.0,20967.965024,0.0,93480.5805,0.23059,4496.086136,0.808949,1,209.0,,
production_autonomy,135.0,74.0,209.0,20967.965024,0.0,93480.5805,0.23059,4496.086136,0.808949,1,209.0,,
full_production_autonomy,135.0,74.0,209.0,20967.965024,0.0,93480.5805,0.23059,4496.086136,0.808949,0,209.0,,
basic_autonomy,135.0,79.0,214.0,21011.951494,0.0,98960.601,0.240496,4524.936755,0.810646,1,214.0,,
production_autonomy,135.0,79.0,214.0,21011.951494,0.0,98960.601,0.240496,4524.936755,0.810646,1,214.0,,
full_production_autonomy,135.0,79.0,214.0,21011.951494,0.0,98960.601,0.240496,4524.936755,0.810646,0,214.0,,
basic_autonomy,135.0,84.0,219.0,21052.864084,0.0,104483.1435,0.250215,4554.088213,0.812225,1,219.0,,
production_autonomy,135.0,84.0,219.0,21052.864084,0.0,104483.1435,0.250215,4554.088213,0.812225,1,219.0,,
full_production_autonomy,135.0,84.0,219.0,21052.864084,0.0,104483.1435,0.250215,4554.088213,0.812225,0,219.0,,
basic_autonomy,135.0,89.0,224.0,21092.172398,0.0,110027.8785,0.259707,4583.34834,0.813741,1,224.0,,
production_autonomy,135.0,89.0,224.0,21092.172398,0.0,110027.8785,0.259707,4583.34834,0.813741,1,224.0,,
full_production_autonomy,135.0,89.0,224.0,21092.172398,0.0,110027.8785,0.259707,4583.34834,0.813741,0,224.0,,
basic_autonomy,135.0,94.0,229.0,21131.215807,0.0,115576.278,0.268938,4612.536525,0.815248,1,229.0,,
production_autonomy,135.0,94.0,229.0,21131.215807,0.0,115576.278,0.268938,4612.536525,0.815248,1,229.0,,
full_production_autonomy,135.0,94.0,229.0,21131.215807,0.0,115576.278,0.268938,4612.536525,0.815248,0,229.0,,
basic_autonomy,135.0,99.0,234.0,21167.832036,0.0,121158.2535,0.277988,4641.958053,0.81666,1,234.0,,
production_autonomy,135.0,99.0,234.0,21167.832036,0.0,121158.2535,0.277988,4641.958053,0.81666,1,234.0,,
full_production_autonomy,135.0,99.0,234.0,21167.832036,0.0,121158.2535,0.277988,4641.958053,0.81666,0,234.0,,
basic_autonomy,135.0,104.0,239.0,21202.513048,0.0,126766.9995,0.28685,4671.552119,0.817998,1,239.0,,
production_autonomy,135.0,104.0,239.0,21202.513048,0.0,126766.9995,0.28685,4671.552119,0.817998,1,239.0,,
full_production_autonomy,135.0,104.0,239.0,21202.513048,0.0,126766.9995,0.28685,4671.552119,0.817998,0,239.0,,
basic_autonomy,135.0,109.0,244.0,21233.975964,0.0,132420.2625,0.29557,4701.50925,0.819212,1,244.0,,
