scenario_id,target_NH3_t_per_day,hour,u_on,P_load_MW,P_wind_MW,P_pv_MW,P_re_MW,P_alk_MW,P_pem_MW,P_nh3_MW,P_buy_MW,P_sell_MW,P_curtail_MW,NH3_t,cost_yuan,sell_revenue_yuan,net_cost_yuan
W2_P2,36.0,20,0,1.86,2.328,0.0,2.328,0.0,0.0,0.0,0.0,0.468,0.0,0.0,349.2,176.8572,172.3428
W2_P2,36.0,21,0,1.6302,1.492,0.0,1.492,0.0,0.0,0.0,0.1382,0.0,0.0,0.0,307.74268,0.0,307.74268
W2_P2,36.0,22,0,1.56,2.124,0.0,2.124,0.0,0.0,0.0,0.0,0.564,0.0,0.0,318.6,213.1356,105.4644
W2_P2,36.0,23,1,1.4802,3.696,0.0,3.696,20.0,20.0,1.5,39.2842,0.0,0.0,3.0,19008.31008,0.0,19008.31008
W2_P3,72.0,0,1,1.3698,5.312,0.0,5.312,20.0,20.0,1.5,37.5578,0.0,0.0,3.0,18659.59072,0.0,18659.59072
W2_P3,72.0,1,1,1.0998,8.5,0.0,8.5,20.0,20.0,1.5,34.0998,0.0,0.0,3.0,17953.77152,0.0,17953.77152
W2_P3,72.0,2,1,0.7998,9.38,0.0,9.38,20.0,20.0,1.5,32.9198,0.0,0.0,3.0,17681.73952,0.0,17681.73952
W2_P3,72.0,3,1,0.99,10.304,0.0,10.304,20.0,20.0,1.5,32.186,0.0,0.0,3.0,17569.0864,0.0,17569.0864
W2_P3,72.0,4,1,1.1802,9.9,0.0,9.9,20.0,20.0,1.5,32.7802,0.0,0.0,3.0,17711.94048,0.0,17711.94048
W2_P3,72.0,5,1,1.6302,9.62,0.0,9.62,20.0,20.0,1.5,33.5102,0.0,0.0,3.0,17919.89248,0.0,17919.89248
W2_P3,72.0,6,1,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,34.8602,0.0,0.0,3.0,18310.13248,0.0,18310.13248
W2_P3,72.0,7,1,3.3702,7.64,1.28,8.92,20.0,20.0,1.5,35.9502,0.0,0.0,3.0,28138.75148,0.0,28138.75148
W2_P3,72.0,8,1,4.0098,4.748,3.2,7.948,20.0,20.0,1.5,37.5618,0.0,0.0,3.0,28914.23732,0.0,28914.23732
W2_P3,72.0,9,1,4.2,4.86,5.12,9.98,20.0,20.0,1.5,35.72,0.0,0.0,3.0,28042.728,0.0,28042.728
W2_P3,72.0,10,1,4.1202,5.336,7.68,13.016,20.0,20.0,1.5,32.6042,0.0,0.0,3.0,32886.61008,0.0,32886.61008
W2_P3,72.0,11,1,3.9,4.292,11.52,15.812,20.0,20.0,1.5,29.588,0.0,0.0,3.0,30770.6112,0.0,30770.6112
W2_P3,72.0,12,1,3.2598,4.168,14.08,18.248,20.0,20.0,1.5,26.5118,0.0,0.0,3.0,28590.86832,0.0,28590.86832
W2_P3,72.0,13,1,2.6898,6.788,14.08,20.868,20.0,20.0,1.5,23.3218,0.0,0.0,3.0,26424.21232,0.0,26424.21232
W2_P3,72.0,14,1,3.63,8.364,11.52,19.884,20.0,20.0,1.5,25.246,0.0,0.0,3.0,27897.3904,0.0,27897.3904
W2_P3,72.0,15,1,3.8202,8.404,7.04,15.444,20.0,20.0,1.5,29.8762,0.0,0.0,3.0,25255.20388,0.0,25255.20388
W2_P3,72.0,16,1,3.75,5.896,5.12,11.016,20.0,20.0,1.5,34.234,0.0,0.0,3.0,27295.5316,0.0,27295.5316
W2_P3,72.0,17,1,3.1398,6.608,3.2,9.808,20.0,20.0,1.5,34.8318,0.0,0.0,3.0,27535.03532,0.0,27535.03532
W2_P3,72.0,18,1,2.61,6.252,1.28,7.532,20.0,20.0,1.5,36.578,0.0,0.0,3.0,35444.5872,0.0,35444.5872
W2_P3,72.0,19,1,2.1198,4.312,0.0,4.312,20.0,20.0,1.5,39.3078,0.0,0.0,3.0,37190.37872,0.0,37190.37872
W2_P3,72.0,20,1,1.86,2.328,0.0,2.328,20.0,20.0,1.5,41.032,0.0,0.0,3.0,38276.2768,0.0,38276.2768
W2_P3,72.0,21,1,1.6302,1.492,0.0,1.492,20.0,20.0,1.5,41.6382,0.0,0.0,3.0,30517.84268,0.0,30517.84268
W2_P3,72.0,22,1,1.56,2.124,0.0,2.124,20.0,20.0,1.5,40.936,0.0,0.0,3.0,30186.1264,0.0,30186.1264
W2_P3,72.0,23,1,1.4802,3.696,0.0,3.696,20.0,20.0,1.5,39.2842,0.0,0.0,3.0,19008.31008,0.0,19008.31008
W2_P3,63.0,0,1,1.3698,5.312,0.0,5.312,20.0,20.0,1.5,37.5578,0.0,0.0,3.0,18659.59072,0.0,18659.59072
W2_P3,63.0,1,1,1.0998,8.5,0.0,8.5,20.0,20.0,1.5,34.0998,0.0,0.0,3.0,17953.77152,0.0,17953.77152
W2_P3,63.0,2,1,0.7998,9.38,0.0,9.38,20.0,20.0,1.5,32.9198,0.0,0.0,3.0,17681.73952,0.0,17681.73952
W2_P3,63.0,3,1,0.99,10.304,0.0,10.304,20.0,20.0,1.5,32.186,0.0,0.0,3.0,17569.0864,0.0,17569.0864
W2_P3,63.0,4,1,1.1802,9.9,0.0,9.9,20.0,20.0,1.5,32.7802,0.0,0.0,3.0,17711.94048,0.0,17711.94048
W2_P3,63.0,5,1,1.6302,9.62,0.0,9.62,20.0,20.0,1.5,33.5102,0.0,0.0,3.0,17919.89248,0.0,17919.89248
W2_P3,63.0,6,1,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,34.8602,0.0,0.0,3.0,18310.13248,0.0,18310.13248
W2_P3,63.0,7,1,3.3702,7.64,1.28,8.92,20.0,20.0,1.5,35.9502,0.0,0.0,3.0,28138.75148,0.0,28138.75148
W2_P3,63.0,8,1,4.0098,4.748,3.2,7.948,20.0,20.0,1.5,37.5618,0.0,0.0,3.0,28914.23732,0.0,28914.23732
W2_P3,63.0,9,1,4.2,4.86,5.12,9.98,20.0,20.0,1.5,35.72,0.0,0.0,3.0,28042.728,0.0,28042.728
W2_P3,63.0,10,1,4.1202,5.336,7.68,13.016,20.0,20.0,1.5,32.6042,0.0,0.0,3.0,32886.61008,0.0,32886.61008
W2_P3,63.0,11,1,3.9,4.292,11.52,15.812,20.0,20.0,1.5,29.588,0.0,0.0,3.0,30770.6112,0.0,30770.6112
W2_P3,63.0,12,1,3.2598,4.168,14.08,18.248,20.0,20.0,1.5,26.5118,0.0,0.0,3.0,28590.86832,0.0,28590.86832
W2_P3,63.0,13,1,2.6898,6.788,14.08,20.868,20.0,20.0,1.5,23.3218,0.0,0.0,3.0,26424.21232,0.0,26424.21232
W2_P3,63.0,14,1,3.63,8.364,11.52,19.884,20.0,20.0,1.5,25.246,0.0,0.0,3.0,27897.3904,0.0,27897.3904
W2_P3,63.0,15,1,3.8202,8.404,7.04,15.444,20.0,20.0,1.5,29.8762,0.0,0.0,3.0,25255.20388,0.0,25255.20388
W2_P3,63.0,16,1,3.75,5.896,5.12,11.016,20.0,20.0,1.5,34.234,0.0,0.0,3.0,27295.5316,0.0,27295.5316
W2_P3,63.0,17,1,3.1398,6.608,3.2,9.808,20.0,20.0,1.5,34.8318,0.0,0.0,3.0,27535.03532,0.0,27535.03532
W2_P3,63.0,18,0,2.61,6.252,1.28,7.532,0.0,0.0,0.0,0.0,4.922,0.0,0.0,1091.4,1860.0238,-768.6238
W2_P3,63.0,19,0,2.1198,4.312,0.0,4.312,0.0,0.0,0.0,0.0,2.1922,0.0,0.0,646.8,828.43238,-181.63238
W2_P3,63.0,20,0,1.86,2.328,0.0,2.328,0.0,0.0,0.0,0.0,0.468,0.0,0.0,349.2,176.8572,172.3428
W2_P3,63.0,21,1,1.6302,1.492,0.0,1.492,20.0,20.0,1.5,41.6382,0.0,0.0,3.0,30517.84268,0.0,30517.84268
W2_P3,63.0,22,1,1.56,2.124,0.0,2.124,20.0,20.0,1.5,40.936,0.0,0.0,3.0,30186.1264,0.0,30186.1264
W2_P3,63.0,23,1,1.4802,3.696,0.0,3.696,20.0,20.0,1.5,39.2842,0.0,0.0,3.0,19008.31008,0.0,19008.31008
W2_P3,54.0,0,1,1.3698,5.312,0.0,5.312,20.0,20.0,1.5,37.5578,0.0,0.0,3.0,18659.59072,0.0,18659.59072
W2_P3,54.0,1,1,1.0998,8.5,0.0,8.5,20.0,20.0,1.5,34.0998,0.0,0.0,3.0,17953.77152,0.0,17953.77152
W2_P3,54.0,2,1,0.7998,9.38,0.0,9.38,20.0,20.0,1.5,32.9198,0.0,0.0,3.0,17681.73952,0.0,17681.73952
W2_P3,54.0,3,1,0.99,10.304,0.0,10.304,20.0,20.0,1.5,32.186,0.0,0.0,3.0,17569.0864,0.0,17569.0864
W2_P3,54.0,4,1,1.1802,9.9,0.0,9.9,20.0,20.0,1.5,32.7802,0.0,0.0,3.0,17711.94048,0.0,17711.94048
W2_P3,54.0,5,1,1.6302,9.62,0.0,9.62,20.0,20.0,1.5,33.5102,0.0,0.0,3.0,17919.89248,0.0,17919.89248
W2_P3,54.0,6,1,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,34.8602,0.0,0.0,3.0,18310.13248,0.0,18310.13248
W2_P3,54.0,7,1,3.3702,7.64,1.28,8.92,20.0,20.0,1.5,35.9502,0.0,0.0,3.0,28138.75148,0.0,28138.75148
W2_P3,54.0,8,1,4.0098,4.748,3.2,7.948,20.0,20.0,1.5,37.5618,0.0,0.0,3.0,28914.23732,0.0,28914.23732
W2_P3,54.0,9,1,4.2,4.86,5.12,9.98,20.0,20.0,1.5,35.72,0.0,0.0,3.0,28042.728,0.0,28042.728
W2_P3,54.0,10,0,4.1202,5.336,7.68,13.016,0.0,0.0,0.0,0.0,8.8958,0.0,0.0,1722.0,3361.72282,-1639.72282
W2_P3,54.0,11,0,3.9,4.292,11.52,15.812,0.0,0.0,0.0,0.0,11.912,0.0,0.0,2026.2,4501.5448,-2475.3448
W2_P3,54.0,12,0,3.2598,4.168,14.08,18.248,0.0,0.0,0.0,0.0,14.9882,0.0,0.0,2314.8,5664.04078,-3349.24078
W2_P3,54.0,13,1,2.6898,6.788,14.08,20.868,20.0,20.0,1.5,23.3218,0.0,0.0,3.0,26424.21232,0.0,26424.21232
W2_P3,54.0,14,1,3.63,8.364,11.52,19.884,20.0,20.0,1.5,25.246,0.0,0.0,3.0,27897.3904,0.0,27897.3904
W2_P3,54.0,15,1,3.8202,8.404,7.04,15.444,20.0,20.0,1.5,29.8762,0.0,0.0,3.0,25255.20388,0.0,25255.20388
W2_P3,54.0,16,1,3.75,5.896,5.12,11.016,20.0,20.0,1.5,34.234,0.0,0.0,3.0,27295.5316,0.0,27295.5316
W2_P3,54.0,17,1,3.1398,6.608,3.2,9.808,20.0,20.0,1.5,34.8318,0.0,0.0,3.0,27535.03532,0.0,27535.03532
W2_P3,54.0,18,0,2.61,6.252,1.28,7.532,0.0,0.0,0.0,0.0,4.922,0.0,0.0,1091.4,1860.0238,-768.6238
W2_P3,54.0,19,0,2.1198,4.312,0.0,4.312,0.0,0.0,0.0,0.0,2.1922,0.0,0.0,646.8,828.43238,-181.63238
W2_P3,54.0,20,0,1.86,2.328,0.0,2.328,0.0,0.0,0.0,0.0,0.468,0.0,0.0,349.2,176.8572,172.3428
W2_P3,54.0,21,1,1.6302,1.492,0.0,1.492,20.0,20.0,1.5,41.6382,0.0,0.0,3.0,30517.84268,0.0,30517.84268
W2_P3,54.0,22,1,1.56,2.124,0.0,2.124,20.0,20.0,1.5,40.936,0.0,0.0,3.0,30186.1264,0.0,30186.1264
W2_P3,54.0,23,1,1.4802,3.696,0.0,3.696,20.0,20.0,1.5,39.2842,0.0,0.0,3.0,19008.31008,0.0,19008.31008
W2_P3,45.0,0,1,1.3698,5.312,0.0,5.312,20.0,20.0,1.5,37.5578,0.0,0.0,3.0,18659.59072,0.0,18659.59072
W2_P3,45.0,1,1,1.0998,8.5,0.0,8.5,20.0,20.0,1.5,34.0998,0.0,0.0,3.0,17953.77152,0.0,17953.77152
W2_P3,45.0,2,1,0.7998,9.38,0.0,9.38,20.0,20.0,1.5,32.9198,0.0,0.0,3.0,17681.73952,0.0,17681.73952
W2_P3,45.0,3,1,0.99,10.304,0.0,10.304,20.0,20.0,1.5,32.186,0.0,0.0,3.0,17569.0864,0.0,17569.0864
W2_P3,45.0,4,1,1.1802,9.9,0.0,9.9,20.0,20.0,1.5,32.7802,0.0,0.0,3.0,17711.94048,0.0,17711.94048
W2_P3,45.0,5,1,1.6302,9.62,0.0,9.62,20.0,20.0,1.5,33.5102,0.0,0.0,3.0,17919.89248,0.0,17919.89248
W2_P3,45.0,6,1,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,34.8602,0.0,0.0,3.0,18310.13248,0.0,18310.13248
W2_P3,45.0,7,1,3.3702,7.64,1.28,8.92,20.0,20.0,1.5,35.9502,0.0,0.0,3.0,28138.75148,0.0,28138.75148
W2_P3,45.0,8,1,4.0098,4.748,3.2,7.948,20.0,20.0,1.5,37.5618,0.0,0.0,3.0,28914.23732,0.0,28914.23732
W2_P3,45.0,9,1,4.2,4.86,5.12,9.98,20.0,20.0,1.5,35.72,0.0,0.0,3.0,28042.728,0.0,28042.728
W2_P3,45.0,10,0,4.1202,5.336,7.68,13.016,0.0,0.0,0.0,0.0,8.8958,0.0,0.0,1722.0,3361.72282,-1639.72282
W2_P3,45.0,11,0,3.9,4.292,11.52,15.812,0.0,0.0,0.0,0.0,11.912,0.0,0.0,2026.2,4501.5448,-2475.3448
W2_P3,45.0,12,0,3.2598,4.168,14.08,18.248,0.0,0.0,0.0,0.0,14.9882,0.0,0.0,2314.8,5664.04078,-3349.24078
W2_P3,45.0,13,0,2.6898,6.788,14.08,20.868,0.0,0.0,0.0,0.0,18.1782,0.0,0.0,2707.8,6869.54178,-4161.74178
W2_P3,45.0,14,0,3.63,8.364,11.52,19.884,0.0,0.0,0.0,0.0,16.254,0.0,0.0,2637.0,6142.3866,-3505.3866
W2_P3,45.0,15,1,3.8202,8.404,7.04,15.444,20.0,20.0,1.5,29.8762,0.0,0.0,3.0,25255.20388,0.0,25255.20388
W2_P3,45.0,16,1,3.75,5.896,5.12,11.016,20.0,20.0,1.5,34.234,0.0,0.0,3.0,27295.5316,0.0,27295.5316
W2_P3,45.0,17,1,3.1398,6.608,3.2,9.808,20.0,20.0,1.5,34.8318,0.0,0.0,3.0,27535.03532,0.0,27535.03532
W2_P3,45.0,18,0,2.61,6.252,1.28,7.532,0.0,0.0,0.0,0.0,4.922,0.0,0.0,1091.4,1860.0238,-768.6238
W2_P3,45.0,19,0,2.1198,4.312,0.0,4.312,0.0,0.0,0.0,0.0,2.1922,0.0,0.0,646.8,828.43238,-181.63238
W2_P3,45.0,20,0,1.86,2.328,0.0,2.328,0.0,0.0,0.0,0.0,0.468,0.0,0.0,349.2,176.8572,172.3428
W2_P3,45.0,21,0,1.6302,1.492,0.0,1.492,0.0,0.0,0.0,0.1382,0.0,0.0,0.0,307.74268,0.0,307.74268
W2_P3,45.0,22,1,1.56,2.124,0.0,2.124,20.0,20.0,1.5,40.936,0.0,0.0,3.0,30186.1264,0.0,30186.1264
W2_P3,45.0,23,1,1.4802,3.696,0.0,3.696,20.0,20.0,1.5,39.2842,0.0,0.0,3.0,19008.31008,0.0,19008.31008
W2_P3,36.0,0,1,1.3698,5.312,0.0,5.312,20.0,20.0,1.5,37.5578,0.0,0.0,3.0,18659.59072,0.0,18659.59072
W2_P3,36.0,1,1,1.0998,8.5,0.0,8.5,20.0,20.0,1.5,34.0998,0.0,0.0,3.0,17953.77152,0.0,17953.77152
W2_P3,36.0,2,1,0.7998,9.38,0.0,9.38,20.0,20.0,1.5,32.9198,0.0,0.0,3.0,17681.73952,0.0,17681.73952
W2_P3,36.0,3,1,0.99,10.304,0.0,10.304,20.0,20.0,1.5,32.186,0.0,0.0,3.0,17569.0864,0.0,17569.0864
W2_P3,36.0,4,1,1.1802,9.9,0.0,9.9,20.0,20.0,1.5,32.7802,0.0,0.0,3.0,17711.94048,0.0,17711.94048
W2_P3,36.0,5,1,1.6302,9.62,0.0,9.62,20.0,20.0,1.5,33.5102,0.0,0.0,3.0,17919.89248,0.0,17919.89248
W2_P3,36.0,6,1,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,34.8602,0.0,0.0,3.0,18310.13248,0.0,18310.13248
W2_P3,36.0,7,0,3.3702,7.64,1.28,8.92,0.0,0.0,0.0,0.0,5.5498,0.0,0.0,1299.6,2097.26942,-797.66942
W2_P3,36.0,8,0,4.0098,4.748,3.2,7.948,0.0,0.0,0.0,0.0,3.9382,0.0,0.0,1096.2,1488.24578,-392.04578
W2_P3,36.0,9,1,4.2,4.86,5.12,9.98,20.0,20.0,1.5,35.72,0.0,0.0,3.0,28042.728,0.0,28042.728
W2_P3,36.0,10,0,4.1202,5.336,7.68,13.016,0.0,0.0,0.0,0.0,8.8958,0.0,0.0,1722.0,3361.72282,-1639.72282
W2_P3,36.0,11,0,3.9,4.292,11.52,15.812,0.0,0.0,0.0,0.0,11.912,0.0,0.0,2026.2,4501.5448,-2475.3448
W2_P3,36.0,12,0,3.2598,4.168,14.08,18.248,0.0,0.0,0.0,0.0,14.9882,0.0,0.0,2314.8,5664.04078,-3349.24078
W2_P3,36.0,13,0,2.6898,6.788,14.08,20.868,0.0,0.0,0.0,0.0,18.1782,0.0,0.0,2707.8,6869.54178,-4161.74178
W2_P3,36.0,14,0,3.63,8.364,11.52,19.884,0.0,0.0,0.0,0.0,16.254,0.0,0.0,2637.0,6142.3866,-3505.3866
W2_P3,36.0,15,1,3.8202,8.404,7.04,15.444,20.0,20.0,1.5,29.8762,0.0,0.0,3.0,25255.20388,0.0,25255.20388
W2_P3,36.0,16,1,3.75,5.896,5.12,11.016,20.0,20.0,1.5,34.234,0.0,0.0,3.0,27295.5316,0.0,27295.5316
W2_P3,36.0,17,1,3.1398,6.608,3.2,9.808,20.0,20.0,1.5,34.8318,0.0,0.0,3.0,27535.03532,0.0,27535.03532
W2_P3,36.0,18,0,2.61,6.252,1.28,7.532,0.0,0.0,0.0,0.0,4.922,0.0,0.0,1091.4,1860.0238,-768.6238
W2_P3,36.0,19,0,2.1198,4.312,0.0,4.312,0.0,0.0,0.0,0.0,2.1922,0.0,0.0,646.8,828.43238,-181.63238
W2_P3,36.0,20,0,1.86,2.328,0.0,2.328,0.0,0.0,0.0,0.0,0.468,0.0,0.0,349.2,176.8572,172.3428
W2_P3,36.0,21,0,1.6302,1.492,0.0,1.492,0.0,0.0,0.0,0.1382,0.0,0.0,0.0,307.74268,0.0,307.74268
W2_P3,36.0,22,0,1.56,2.124,0.0,2.124,0.0,0.0,0.0,0.0,0.564,0.0,0.0,318.6,213.1356,105.4644
W2_P3,36.0,23,1,1.4802,3.696,0.0,3.696,20.0,20.0,1.5,39.2842,0.0,0.0,3.0,19008.31008,0.0,19008.31008
W2_P4,72.0,0,1,1.3698,5.312,0.0,5.312,20.0,20.0,1.5,37.5578,0.0,0.0,3.0,18659.59072,0.0,18659.59072
W2_P4,72.0,1,1,1.0998,8.5,0.0,8.5,20.0,20.0,1.5,34.0998,0.0,0.0,3.0,17953.77152,0.0,17953.77152
W2_P4,72.0,2,1,0.7998,9.38,0.0,9.38,20.0,20.0,1.5,32.9198,0.0,0.0,3.0,17681.73952,0.0,17681.73952
W2_P4,72.0,3,1,0.99,10.304,0.0,10.304,20.0,20.0,1.5,32.186,0.0,0.0,3.0,17569.0864,0.0,17569.0864
W2_P4,72.0,4,1,1.1802,9.9,0.0,9.9,20.0,20.0,1.5,32.7802,0.0,0.0,3.0,17711.94048,0.0,17711.94048
W2_P4,72.0,5,1,1.6302,9.62,0.0,9.62,20.0,20.0,1.5,33.5102,0.0,0.0,3.0,17919.89248,0.0,17919.89248
W2_P4,72.0,6,1,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,34.8602,0.0,0.0,3.0,18310.13248,0.0,18310.13248
W2_P4,72.0,7,1,3.3702,7.64,0.0,7.64,20.0,20.0,1.5,37.2302,0.0,0.0,3.0,28762.62348,0.0,28762.62348
W2_P4,72.0,8,1,4.0098,4.748,0.0,4.748,20.0,20.0,1.5,40.7618,0.0,0.0,3.0,30473.91732,0.0,30473.91732
W2_P4,72.0,9,1,4.2,4.86,0.0,4.86,20.0,20.0,1.5,40.84,0.0,0.0,3.0,30538.216,0.0,30538.216
W2_P4,72.0,10,1,4.1202,5.336,0.0,5.336,20.0,20.0,1.5,40.2842,0.0,0.0,3.0,38127.44208,0.0,38127.44208
W2_P4,72.0,11,1,3.9,4.292,1.28,5.572,20.0,20.0,1.5,39.828,0.0,0.0,3.0,37758.3872,0.0,37758.3872
W2_P4,72.0,12,1,3.2598,4.168,5.12,9.288,20.0,20.0,1.5,35.4718,0.0,0.0,3.0,34705.17232,0.0,34705.17232
W2_P4,72.0,13,1,2.6898,6.788,7.68,14.468,20.0,20.0,1.5,29.7218,0.0,0.0,3.0,30791.57232,0.0,30791.57232
W2_P4,72.0,14,1,3.63,8.364,5.12,13.484,20.0,20.0,1.5,31.646,0.0,0.0,3.0,32264.7504,0.0,32264.7504
W2_P4,72.0,15,1,3.8202,8.404,1.28,9.684,20.0,20.0,1.5,35.6362,0.0,0.0,3.0,28062.62788,0.0,28062.62788
W2_P4,72.0,16,1,3.75,5.896,0.0,5.896,20.0,20.0,1.5,39.354,0.0,0.0,3.0,29791.0196,0.0,29791.0196
W2_P4,72.0,17,1,3.1398,6.608,0.0,6.608,20.0,20.0,1.5,38.0318,0.0,0.0,3.0,29094.71532,0.0,29094.71532
W2_P4,72.0,18,1,2.61,6.252,0.0,6.252,20.0,20.0,1.5,37.858,0.0,0.0,3.0,36318.0592,0.0,36318.0592
W2_P4,72.0,19,1,2.1198,4.312,0.0,4.312,20.0,20.0,1.5,39.3078,0.0,0.0,3.0,37190.37872,0.0,37190.37872
W2_P4,72.0,20,1,1.86,2.328,0.0,2.328,20.0,20.0,1.5,41.032,0.0,0.0,3.0,38276.2768,0.0,38276.2768
W2_P4,72.0,21,1,1.6302,1.492,0.0,1.492,20.0,20.0,1.5,41.6382,0.0,0.0,3.0,30517.84268,0.0,30517.84268
W2_P4,72.0,22,1,1.56,2.124,0.0,2.124,20.0,20.0,1.5,40.936,0.0,0.0,3.0,30186.1264,0.0,30186.1264
W2_P4,72.0,23,1,1.4802,3.696,0.0,3.696,20.0,20.0,1.5,39.2842,0.0,0.0,3.0,19008.31008,0.0,19008.31008
W2_P4,63.0,0,1,1.3698,5.312,0.0,5.312,20.0,20.0,1.5,37.5578,0.0,0.0,3.0,18659.59072,0.0,18659.59072
W2_P4,63.0,1,1,1.0998,8.5,0.0,8.5,20.0,20.0,1.5,34.0998,0.0,0.0,3.0,17953.77152,0.0,17953.77152
W2_P4,63.0,2,1,0.7998,9.38,0.0,9.38,20.0,20.0,1.5,32.9198,0.0,0.0,3.0,17681.73952,0.0,17681.73952
W2_P4,63.0,3,1,0.99,10.304,0.0,10.304,20.0,20.0,1.5,32.186,0.0,0.0,3.0,17569.0864,0.0,17569.0864
W2_P4,63.0,4,1,1.1802,9.9,0.0,9.9,20.0,20.0,1.5,32.7802,0.0,0.0,3.0,17711.94048,0.0,17711.94048
W2_P4,63.0,5,1,1.6302,9.62,0.0,9.62,20.0,20.0,1.5,33.5102,0.0,0.0,3.0,17919.89248,0.0,17919.89248
W2_P4,63.0,6,1,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,34.8602,0.0,0.0,3.0,18310.13248,0.0,18310.13248
W2_P4,63.0,7,1,3.3702,7.64,0.0,7.64,20.0,20.0,1.5,37.2302,0.0,0.0,3.0,28762.62348,0.0,28762.62348
W2_P4,63.0,8,1,4.0098,4.748,0.0,4.748,20.0,20.0,1.5,40.7618,0.0,0.0,3.0,30473.91732,0.0,30473.91732
W2_P4,63.0,9,1,4.2,4.86,0.0,4.86,20.0,20.0,1.5,40.84,0.0,0.0,3.0,30538.216,0.0,30538.216
W2_P4,63.0,10,0,4.1202,5.336,0.0,5.336,0.0,0.0,0.0,0.0,1.2158,0.0,0.0,800.4,459.45082,340.94918
W2_P4,63.0,11,0,3.9,4.292,1.28,5.572,0.0,0.0,0.0,0.0,1.672,0.0,0.0,797.4,631.8488,165.5512
W2_P4,63.0,12,1,3.2598,4.168,5.12,9.288,20.0,20.0,1.5,35.4718,0.0,0.0,3.0,34705.17232,0.0,34705.17232
W2_P4,63.0,13,1,2.6898,6.788,7.68,14.468,20.0,20.0,1.5,29.7218,0.0,0.0,3.0,30791.57232,0.0,30791.57232
W2_P4,63.0,14,1,3.63,8.364,5.12,13.484,20.0,20.0,1.5,31.646,0.0,0.0,3.0,32264.7504,0.0,32264.7504
W2_P4,63.0,15,1,3.8202,8.404,1.28,9.684,20.0,20.0,1.5,35.6362,0.0,0.0,3.0,28062.62788,0.0,28062.62788
W2_P4,63.0,16,1,3.75,5.896,0.0,5.896,20.0,20.0,1.5,39.354,0.0,0.0,3.0,29791.0196,0.0,29791.0196
W2_P4,63.0,17,1,3.1398,6.608,0.0,6.608,20.0,20.0,1.5,38.0318,0.0,0.0,3.0,29094.71532,0.0,29094.71532
W2_P4,63.0,18,1,2.61,6.252,0.0,6.252,20.0,20.0,1.5,37.858,0.0,0.0,3.0,36318.0592,0.0,36318.0592
W2_P4,63.0,19,1,2.1198,4.312,0.0,4.312,20.0,20.0,1.5,39.3078,0.0,0.0,3.0,37190.37872,0.0,37190.37872
W2_P4,63.0,20,0,1.86,2.328,0.0,2.328,0.0,0.0,0.0,0.0,0.468,0.0,0.0,349.2,176.8572,172.3428
W2_P4,63.0,21,1,1.6302,1.492,0.0,1.492,20.0,20.0,1.5,41.6382,0.0,0.0,3.0,30517.84268,0.0,30517.84268
W2_P4,63.0,22,1,1.56,2.124,0.0,2.124,20.0,20.0,1.5,40.936,0.0,0.0,3.0,30186.1264,0.0,30186.1264
W2_P4,63.0,23,1,1.4802,3.696,0.0,3.696,20.0,20.0,1.5,39.2842,0.0,0.0,3.0,19008.31008,0.0,19008.31008
W2_P4,54.0,0,1,1.3698,5.312,0.0,5.312,20.0,20.0,1.5,37.5578,0.0,0.0,3.0,18659.59072,0.0,18659.59072
W2_P4,54.0,1,1,1.0998,8.5,0.0,8.5,20.0,20.0,1.5,34.0998,0.0,0.0,3.0,17953.77152,0.0,17953.77152
W2_P4,54.0,2,1,0.7998,9.38,0.0,9.38,20.0,20.0,1.5,32.9198,0.0,0.0,3.0,17681.73952,0.0,17681.73952
W2_P4,54.0,3,1,0.99,10.304,0.0,10.304,20.0,20.0,1.5,32.186,0.0,0.0,3.0,17569.0864,0.0,17569.0864
W2_P4,54.0,4,1,1.1802,9.9,0.0,9.9,20.0,20.0,1.5,32.7802,0.0,0.0,3.0,17711.94048,0.0,17711.94048
W2_P4,54.0,5,1,1.6302,9.62,0.0,9.62,20.0,20.0,1.5,33.5102,0.0,0.0,3.0,17919.89248,0.0,17919.89248
W2_P4,54.0,6,1,2.5002,9.14,0.0,9.14,20.0,20.0,1.5,34.8602,0.0,0.0,3.0,18310.13248,0.0,18310.13248
W2_P4,54.0,7,1,3.3702,7.64,0.0,7.64,20.0,20.0,1.5,37.2302,0.0,0.0,3.0,28762.62348,0.0,28762.62348
W2_P4,54.0,8,1,4.0098,4.748,0.0,4.748,20.0,20.0,1.5,40.7618,0.0,0.0,3.0,30473.91732,0.0,30473.91732
W2_P4,54.0,9,1,4.2,4.86,0.0,4.86,20.0,20.0,1.5,40.84,0.0,0.0,3.0,30538.216,0.0,30538.216
W2_P4,54.0,10,0,4.1202,5.336,0.0,5.336,0.0,0.0,0.0,0.0,1.2158,0.0,0.0,800.4,459.45082,340.94918
W2_P4,54.0,11,0,3.9,4.292,1.28,5.572,0.0,0.0,0.0,0.0,1.672,0.0,0.0,797.4,631.8488,165.5512
